title,editor,author,contributor,shelfmark,page,place of publishing,year of publishing,issuance,identifier,licence,geographic place,city,risorsa
Piazza Marina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,205,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (205),CC BY SA 4.0,"Piazza Marina, Giardino Garibaldi, Palermo",Palermo,38643718432
Palermo - Piazza Marina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,207,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (207),CC BY SA 4.0,"Piazza Marina, Giardino Garibaldi, Palermo",Palermo,38643798042
Palermo - Piazza Francesco Crispi,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,228,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (228),CC BY SA 4.0,"Piazza Francesco Crispi,Palermo",Palermo,38661259936
Palermo. Guglia a Sant'Erasmo,"L. Sandro, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,321,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (321),CC BY SA 4.0,"Porticciolo di S. Erasmo, Palermo",Palermo,38662778106
Palermo - via Roma,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,291,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (291),CC BY SA 4.0,"Palermo, via Roma",Palermo,38662947086
Palermo - via Roma - il Padiglione delle due Palme,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,292,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (292),CC BY SA 4.0,"Palermo, via Roma, piazzetta due Palme",Palermo,38662991926
Palermo - Ponte dell'Ammiraglio,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,314,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (314),CC BY SA 4.0,"Ponte dell'Ammiraglio, Palermo",Palermo,38662993756
Palermo – Guglia - Sant'Erasmo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,323,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (323),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38664296926
Palermo - via Roma,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,284,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (284),CC BY SA 4.0,"Palermo, via Roma",Palermo,38664899362
Palermo - via Roma,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,290,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (290),CC BY SA 4.0,"Palermo, via Roma",Palermo,38665216902
Palermo - viale della Libertà,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,269,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (269),CC BY SA 4.0,"Palermo, via Libertà, via della Libertà, viale Liberta, viale della Libertà",Palermo,38673823671
Palermo - via della Libertà,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,271,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (271),CC BY SA 4.0,"Palermo, via Libertà, via della Libertà, viale Liberta, viale della Libertà",Palermo,38673932471
Palermo - Palermo - Piazza Marina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,202,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (202),CC BY SA 4.0,"Piazza Marina, Giardino Garibaldi, Palermo",Palermo,38675525621
Palermo - Un angolo di Piazza Castelnuovo,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,226,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (226),CC BY SA 4.0,"Piazza Castelnuovo,Palermo",Palermo,38684568062
Palermo – Quartiere della Kalsa,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,406,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (406),CC BY SA 4.0,Kalsa,Palermo,38684630410
Palermo - Ponte dell'Ammiraglio,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,316,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (316),CC BY SA 4.0,"Ponte dell'Ammiraglio, Palermo",Palermo,38686449122
Palermo - via Roma,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,297,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (297),CC BY SA 4.0,"Palermo, via Roma, piazza S. Domenico, piazzetta due Palme",Palermo,38686688062
Palermo -  via della Libertà,"E. Vierbucher, S. Margherita - Ligure","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,278,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (278),CC BY SA 4.0,"Palermo, via della Libertà, via Libertà, viale Libertà viale della Libertà, Politeama, piazza Castelnuovo",Palermo,38697017591
Palermo - Piazza Stazione Lolli,"Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,220,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (220),CC BY SA 4.0,"Piazza Stazione Lolli, Palermo",Palermo,38697114281
Palermo - via Roma,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,281,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (281),CC BY SA 4.0,"Palermo, via Roma, piazza S. Domenico, piazzetta due paleme",Palermo,38697298301
Palermo - via Roma - inaugurazione della nuova tranvia,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,288,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (288),CC BY SA 4.0,"Palermo, via Roma",Palermo,38697925311
Palermo - via Roma,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,289,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (289),CC BY SA 4.0,"Palermo, via Roma",Palermo,38697979701
Palermo Nuova - Piazza Politeama e Via Emerico Amari,"Dr. Trenkler e Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,224,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (224),CC BY SA 4.0,"Piazza Politeama, Via Emerico Amari,Palermo",Palermo,38698788211
Palermo - via Borgo e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,304,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (304),CC BY SA 4.0,"Palermo, Palermo, via Borgo, Monte Pellegrino",Palermo,38714124295
Palermo - Spiaggia a Posillipo,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,318,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (318),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38717547361
Palermo - via Francesco Crispi,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,294,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (294),CC BY SA 4.0,"Palermo, via Francesco Crispi",Palermo,38718325061
Palermo. Quartiere Romagnolo - San'Erasmo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,326,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (326),CC BY SA 4.0,"Romagnolo, Porticciolo di Sant'Erasmo, Palermo",Palermo,38793815032
Palermo – Foro,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,339 e 341,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (339 e 341),CC BY SA 4.0,"Foro Italico, Palermo",Palermo,38796277182
Foro Italico dal Palazzo Cutò,"Leone Zangara, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,343,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (343),CC BY SA 4.0,"Foro Umberto I, Palermo",Palermo,38817389072
Palermo – Sant'Erasmo – Casina Cutò,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,419,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (419),CC BY SA 4.0,"Sant'Erasmo, Palermo",Palermo,38821794450
Palermo – Piccolo Porto S. Erasmo V.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,333,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (333),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38826789581
Palermo – Via Cavour,G. Lo Cascio e Schiavo,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,301,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (301),CC BY SA 4.0,"via Cavour, Palermo",Palermo,38827653621
Palermo – Via Borgo e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,302,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (302),CC BY SA 4.0,"via Borgo, Palermo",Palermo,38827682911
Marina,"Stengel e Co., Dresda","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,345,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (345),CC BY SA 4.0,"Foro Umberto I, Palermo",Palermo,38848943391
Palermo - via Mariano Stabile,"G. Pedone Lauriel, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,305,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (305),CC BY SA 4.0,"Palermo, via Mariano Stabile",Palermo,38902180864
Palermo - Fermata Madonna dell'Orto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,306,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (306),CC BY SA 4.0,"Palermo, Fermata Madonna dell'Orto",Palermo,38902245184
Il disastro di via Lattarini ,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,361,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (361),CC BY SA 4.0,"via Lattarini, Palermo",Palermo,39479595285
Palermo – Celebrazioni dello Statuto del Regno d'Italia,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,368,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (368),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,39480377955
Palermo – Foro Umberto I. Lo Statuto. Rivista di garibaldini,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,377,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (377),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,39480734955
Palermo,A. Kircher,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,393,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (393),CC BY SA 4.0,"Palermo, Foro Italico, Foro Umberto I, Monte Pellegrino",Palermo,39520596165
Antichi Palazzi di Palermo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,2,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (2),CC BY SA 4.0,Palermo,Palermo,39527358760
Castello della Zisa veduto dall'Istituto del Sacro Cuore,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,3,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (3),CC BY SA 4.0,"Castello della Zisa, Palermo",Palermo,39527408970
La Zisa – Palazzo Arabo Normanno,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,4,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (4),CC BY SA 4.0,"Castello della Zisa, Palermo",Palermo,39527466930
Palermo - La Zisa,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,11,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (11),CC BY SA 4.0,"Palermo, Zisa, castello della Zisa",Palermo,39574005120
Palermo - La Zisa,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,12,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (12),CC BY SA 4.0,"Palermo, Zisa, castello della Zisa",Palermo,39574116790
Palermo – Un effetto di luna sul Foro Umberto I,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,399,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (399),CC BY SA 4.0,"Foro Umberto I, Porta Felice, Palermo",Palermo,39598488695
Palermo - Palazzo Tersenghi,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,403,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (403),CC BY SA 4.0,"Pensione Tersenghi, Palazzo Jung, via Lincoln",Palermo,39598734445
Palermo - Via Francesco Crispi e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,303,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (303),CC BY SA 4.0,"Palermo, Via Francesco Crispi, Montepellegrino",Palermo,39610231881
Palermo - Foro Umberto I,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,353,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (353),CC BY SA 4.0,"Palermo, foro Italico, Foro Umberto I,monte Pellegrino",Palermo,39665485414
Palermo - Una Strada della kalsa,F. Verderosa - Palermo,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,310,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (310),CC BY SA 4.0,"Palermo, Kalsa, quartiere Arabo",Palermo,39665913454
Palermo – Foro Umberto I. Lo Statuto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,371,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (371),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,39666820554
Palermo – Il Foro Italico dal mare,"L. Sandron, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,384,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (384),CC BY SA 4.0,"foro Umberto I, Foro Italico, Marina, Palermo",Palermo,39667414504
Palermo – Marina e Monte Pellegrino,"Stengel e Co, Dresda","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,386,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (386),CC BY SA 4.0,"foro Umberto I, Foro Italico, Marina, Palermo",Palermo,39667459884
Palermo - Via Lincoln,Devaux Paris,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,394,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (394),CC BY SA 4.0,"Palermo, Via Lincoln, Piazza S. Antonino, Porta di Vicari,Piazza Giulio Cesare",Palermo,39706010324
Palermo - Borgo,Sciutto,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,413,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (413),CC BY SA 4.0,"via Borgo, Palermo",Palermo,39735632995
Palermo – S. Erasmo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,415,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (415),CC BY SA 4.0,"S. Erasmo, Palermo",Palermo,39735883225
Palermo – Marina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,397,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (397),CC BY SA 4.0,"Marina, Foro Umberto I, Palermo",Palermo,39784280584
Palermo – Panorama di Porta Sant'Antonio,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,398,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (398),CC BY SA 4.0,Porta Sant'Antonio,Palermo,39784319494
Palermo – Kalsa,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,402,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (402),CC BY SA 4.0,Kalsa,Palermo,39784686894
Palermo – Kalsa – Antico quartiere arabo,Sciutto,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,405,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (405),CC BY SA 4.0,Kalsa,Palermo,39784868054
Palermo – Quartiere della Kalsa,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,407,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (407),CC BY SA 4.0,Kalsa,Palermo,39784945074
Palermo - In riva al mare,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,409,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (409),CC BY SA 4.0,Ponte di mare,Palermo,39785061284
Zisa - Interno,"Stengel &amp; Co., Dresda","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,16,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (16),CC BY SA 4.0,"Castello della Zisa, Palermo",Palermo,39904577430
Zisa - Interno,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,17,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (17),CC BY SA 4.0,"Castello della Zisa, Palermo",Palermo,39904634940
Palermo - Interno del quartiere dell'Artiglieria,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,412,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (412),CC BY SA 4.0,Palermo,Palermo,39920923394
Palermo - via Borgo - Bagni Messina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,354,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (354),CC BY SA 4.0,"Foro Umberto I, Palermo",Palermo,40330704522
Palermo - Lavanderia a Denisinne,F. verderosa,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,308,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (308),CC BY SA 4.0,"Palermo, Denisinne, Danisini, Fiume Papireto,",Palermo,40330828872
Palermo – Corso Tukery,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,358,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (358),CC BY SA 4.0,"corso Tukory, Palermo",Palermo,40330957962
Palermo - Vicolo,Sciutto,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,311,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (311),CC BY SA 4.0,"Palermo, Vicolo",Palermo,40331160422
Palermo – I magazzini dei f.lli Lo Cascio per l'arrivo dei sovrani,E. Guarneri,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,366,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (366),CC BY SA 4.0,"via Roma, Palermo",Palermo,40331531982
Palermo – Foro Umberto I. Lo Statuto. Il tenente generale Crema e lo Stato Maggioe,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,372,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (372),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,40332158442
Palermo - Foro Italico ,"Dr. Trenkler Co, Lipsia",,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,392,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (392),CC BY SA 4.0,"Palermo, Foro Italico,Foro Umberto I, Marina",Palermo,40372188502
Palermo - Foro Umberto I - Mura dei Cattivi,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,395,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (395),CC BY SA 4.0,"Palermo, Foro Umberto I, Foro Italico, Marina",Palermo,40372419182
Foro Italico e Monte Pellegrino - Palermo,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,352,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (352),CC BY SA 4.0,"Palermo, foro Italico, monte Pellegrino",Palermo,40376261271
Palermo - Kalsa Antico Quartiere Arabo,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,307,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (307),CC BY SA 4.0,"Palermo, Kalsa, Quartiere Arabo",Palermo,40376409871
Il disastro di via Lattarini ,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,362,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (362),CC BY SA 4.0,"via Lattarini, Palermo",Palermo,40376865821
Il disastro di via Lattarini ,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,363,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (363),CC BY SA 4.0,"via Lattarini, Palermo",Palermo,40376892251
Palermo - Foro Umberto I. Dettaglio,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,367,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (367),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,40377206971
Palermo – Foro Italico e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,369,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (369),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,40377247711
Palermo – Foro Umberto I e Monte Pellegrino,L. Sandron - Palermo,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,378,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (378),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,40377357771
Palermo – Foro Umberto I. Lo Statuto. Il tenente generale Crema passa la Rivista,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,374,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (374),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,40377846651
Palermo – Marina,"lit. G. Rocca, Milano","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,380,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (380),CC BY SA 4.0,"foro Umberto I, Foro Italico, Marina, Palermo",Palermo,40378106821
Palermo – Foro Umberto primo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,385,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (385),CC BY SA 4.0,"foro Umberto I, Foro Italico, Marina, Palermo",Palermo,40378325061
Palermo - Foro Italico dal Molo,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,387,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (387),CC BY SA 4.0,"Palermo, Foro Italico, Marina, molo, porta Felice",Palermo,40415603641
