title,editor,author,contributor,shelfmark,page,place of publishing,year of publishing,issuance,identifier,licence,geographic place,city,risorsa
Palermo - Foro Umberto I visto dal mare,ed. F. Verderosa - Palermo,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,388,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (388),CC BY SA 4.0,"Palermo, Foro Italico,Foro Umberto I, Marina, molo, porta Felice",Palermo,40415687231
Palermo - Mareggiata. Foro Umberto I ,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,389,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (389),CC BY SA 4.0,"Palermo, Foro Italico,Foro Umberto I, Marina, Romagnolo, costa Sud",Palermo,40416332721
Palermo - La Zisa,"L. Sandron, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,8,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (8),CC BY SA 4.0,"Castello della Zisa, Palermo",Palermo,40486555275
Palermo – Castello della Zisa – Edificato dai saraceni,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,10,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (10),CC BY SA 4.0,"Castello della Zisa, Palermo",Palermo,40486642085
Palermo – Via Borgo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,408,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (408),CC BY SA 4.0,via Borgo,Palermo,40494765441
Palermo – Via Brancaccio – carro di fieno,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,414,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (414),CC BY SA 4.0,"via Brancaccio, Palermo",Palermo,40589771472
Palermo,"G. Pedone Lauriel, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,418,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (418),CC BY SA 4.0,"Fiume Oreto, Palermo",Palermo,40590043882
Palermo - Cappella Palatina – Ambone,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,52,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (52),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,40618846560
Palermo - Fiume Oreto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,416,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (416),CC BY SA 4.0,"Fiume Oreto, Palermo",Palermo,40631718391
Palermo - Castello della Zisa,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,7,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (7),CC BY SA 4.0,"Castello della Zisa, Palermo",Palermo,40667783244
Palermo - Zisa,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,15,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (15),CC BY SA 4.0,"Palermo, Zisa, castello della Zisa",Palermo,40669659784
Palermo – Palazzo Chiaramonti ora Tribunale,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,98,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (98),CC BY SA 4.0,"Palazzo Chiaramonte, Palazzo Steri Palermo",Palermo,40827297940
Palazzo Reale,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,29,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (29),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,40898421495
Palermo - Palazzo Reale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,39,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (39),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,40899994645
Palazzo Reale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,20,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (20),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,40994349474
Palazzo Reale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,24,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (24),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,40995004094
Palazzo Reale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,23,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (23),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,40995004424
Il Palazzo Reale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,22,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (22),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,40995004704
Palazzo Reale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,21,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (21),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,40995004884
Palermo - Monumento Filippo V e Palazzo Reale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,26,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (26),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41080566284
Palermo - Palazzo Reale – Cortile a Portici fatto costruire dal Duca di Macqueda,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,33,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (33),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41080915634
Palermo - Cappella Palatina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,35,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (35),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Cappella Palatina, Palermo",Palermo,41081033864
Palermo - Giardino del Palazzo Reale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,37,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (37),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41081600234
palermo - La Zisa (XII secolo),,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,6,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (6),CC BY SA 4.0,"Castello della Zisa, Palermo",Palermo,41337111161
Chàteau de la Zisa,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,9,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (9),CC BY SA 4.0,"Castello della Zisa, Palermo",Palermo,41381611581
Palermo - La Zisa,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,13,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (13),CC BY SA 4.0,"Palermo, Zisa, castello della Zisa",Palermo,41383408691
Palermo – Acqua Santa e Villa Belmonte,"Dr. Trenkler Co, Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,120,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (120),CC BY SA 4.0,"Villa Belmonte, Monte Pellegrino, Acquasanta, Palermo",Palermo,41401068060
"Palermo – Villino Bacchi Salerno, interno","G. Valdes, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,137,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (137),CC BY SA 4.0,"villino Bacchi Salerno, Via Siracusa, Palermo",Palermo,41507091820
Palermo – Palazzo Reale -Interno della Cappella Palatina,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,46,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (46),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522864165
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,89,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (89),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522940415
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,87,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (87),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522940685
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,85,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (85),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522940775
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,83,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (83),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522941035
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,81,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (81),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522941275
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,61,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (61),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522941445
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,77,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (77),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522941515
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,75,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (75),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522941745
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,73,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (73),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522941975
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,71,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (71),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522942165
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,69,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (69),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522942415
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,61,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (61),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522942615
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,66,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (66),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522942755
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,64,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (64),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41522942955
Palermo - Palazzo Reale - Mosaico bizantino della Callotta della cappella Palatina,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,51,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (51),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41524031975
Cappella Palatina - Mosaico,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,58,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (58),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41524853445
Casa Alù - Palermo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,139,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (139),CC BY SA 4.0,"Casa Alù, Palermo",Palermo,41526724030
Palermo - Parco d'Aumale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,141,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (141),CC BY SA 4.0,"parco d'Orleans, Parco d'Aumale, Palermo",Palermo,41527252810
Palermo - Villa d'Orleans,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,146,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (146),CC BY SA 4.0,"Palazzo d'Orleans, Villa d'Orleans, Palermo",Palermo,41549222920
Palermo - Palazzo Butera,"G. Valdes, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,156,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (156),CC BY SA 4.0,"Palazzo Butera, Palermo",Palermo,41549716010
Palermo – Villa Pietratagliata,"G. Valdes, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,161,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (161),CC BY SA 4.0,"Villa Pietratagliata, via Malaspina, Palermo",Palermo,41549940890
Palermo – La Cuba,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,94,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (94),CC BY SA 4.0,"La Cuba, Palermo",Palermo,41567022035
Palermo -Palazzo Reale – Cappella Palatina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,42,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (42),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41702061134
Palermo - Cappella Palatina - Interno,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,45,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (45),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41702171014
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,61,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (61),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41702245824
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,78,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (78),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41702246334
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,76,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (76),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41702246864
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,74,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (74),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41702247594
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,72,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (72),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41702248094
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,70,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (70),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41702248604
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,68,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (68),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41702248994
Palermo – Cappella Palatina - Mosaici,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,65,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (65),CC BY SA 4.0,"Palazzo Reale, Palazzo dei Normanni, Palermo",Palermo,41702250104
